cycle,component,mean,std,minimum,p05,median
0506,IC1,0.7833830977233289,0.15059388041018804,0.2516103755363062,0.5167147307035229,0.795960126743789
0506,IC2,0.9239831546040146,0.10931688978533942,0.6114682550388191,0.6766415088557866,0.9873613143849773
0506,IC3,0.9613167718616248,0.054480066712519974,0.5239071856548883,0.8483900928755657,0.9796218991211373
0708,IC1,0.9760593632822052,0.0441619388413231,0.6452039964499414,0.910183977375011,0.9912866030217216
0708,IC2,0.9814543911587796,0.049871323326533976,0.46271817822758227,0.9468938800725365,0.9919277118273901
0708,IC3,0.9806744300100513,0.029057499055424187,0.8211993367056449,0.9133527553297154,0.9916572071271843
